Reactions	Rules
RXN-13636	rule0044
RXN-13636_reverse	rule0045
RXN-13637	rule0003
RXN-13637_reverse	rule0002
RXN-13638	rule1145
RXN-13638_reverse	rule1146
RXN-13639	rule0044
RXN-13639_reverse	rule0045
RXN-13640	rule0445
RXN-13640_reverse	rule0446
RXN-13642	rule0117
RXN-13642_reverse	rule0118
RXN-13646	rule0006
RXN-13646_reverse	rule0007
RXN-13649	rule0172
RXN-13649_reverse	rule0172
RXN-13654	rule0804
RXN-13654_reverse	rule0803
RXN-13657	rule0033
RXN-13657_reverse	rule0034
RXN-13658	rule0033
RXN-13658_reverse	rule0034
RXN-13660	rule0003
RXN-13660_reverse	rule0002
RXN-13661	rule0001
RXN-13661_reverse	rule0001
RXN-13663	rule0115
RXN-13663_reverse	rule0116
RXN-13664	rule0890
RXN-13664_reverse	rule0891
RXN-13665	rule0890
RXN-13665_reverse	rule0891
RXN-13667	rule0227
RXN-13667_reverse	rule0228
RXN-13670	rule0030
RXN-13670_reverse	rule0031
RXN-13671	rule0142
RXN-13671_reverse	rule0143
RXN-13672	rule0006
RXN-13672_reverse	rule0007
RXN-13673	rule0372
RXN-13673_reverse	rule0373
RXN-13675	rule0012
RXN-13675_reverse	rule0013
RXN-13677	rule0012
RXN-13677_reverse	rule0013
RXN-13678	rule0041
RXN-13678_reverse	rule0042
RXN-13679	rule0012
RXN-13679_reverse	rule0013
RXN-13680	rule0012
RXN-13680_reverse	rule0013
RXN-13681	rule0145
RXN-13681_reverse	rule0147
RXN-13684	rule0012
RXN-13684_reverse	rule0013
RXN-13686	rule0003
RXN-13686_reverse	rule0002
RXN-13688	rule0003
RXN-13688_reverse	rule0002
RXN-13689	rule0114
RXN-13689_reverse	rule0109
RXN-13691	rule0006
RXN-13691_reverse	rule0007
RXN-13692	rule0006
RXN-13692_reverse	rule0007
RXN-13693	rule0006
RXN-13693_reverse	rule0007
RXN-13694	rule0006
RXN-13694_reverse	rule0007
RXN-13695	rule0006
RXN-13695_reverse	rule0007
RXN-13696	rule0006
RXN-13696_reverse	rule0007
RXN-13697	rule0031
RXN-13697_reverse	rule0030
RXN-13699	rule0035
RXN-13699_reverse	rule0032
RXN-13700	rule0035
RXN-13700_reverse	rule0032
RXN-13701	rule0006
RXN-13701_reverse	rule0007
RXN-13705_reverse	rule0371
RXN-13714	rule0055
RXN-13714_reverse	rule0056
RXN-13715	rule0055
RXN-13715_reverse	rule0056
RXN-13718	rule0005
RXN-13718_reverse	rule0004
RXN-13719	rule0003
RXN-13719_reverse	rule0002
RXN-13721	rule0059
RXN-13721_reverse	rule0060
RXN-13722	rule0028
RXN-13722_reverse	rule0028
RXN-13725	rule0199
RXN-13725_reverse	rule0200
RXN-13726	rule0199
RXN-13726_reverse	rule0200
RXN-13727	rule0199
RXN-13727_reverse	rule0200
RXN-13728	rule0021
RXN-13728_reverse	rule0022
RXN-13729	rule0051
RXN-13729_reverse	rule0053
RXN-13730	rule0006
RXN-13730_reverse	rule0007
RXN-13731	rule0604
RXN-13731_reverse	rule0605
RXN-13732	rule0604
RXN-13732_reverse	rule0605
RXN-13733	rule0012
RXN-13733_reverse	rule0013
RXN-13734	rule0021
RXN-13734_reverse	rule0022
RXN-13735	rule0021
RXN-13735_reverse	rule0022
RXN-13736	rule0021
RXN-13736_reverse	rule0022
RXN-13740	rule0078
RXN-13740_reverse	rule0074
RXN-13745	rule0037
RXN-13745_reverse	rule0036
RXN-13746	rule0108
RXN-13746_reverse	rule0107
RXN-13748	rule0003
RXN-13748_reverse	rule0002
RXN-13749	rule0003
RXN-13749_reverse	rule0002
RXN-13755	rule0041
RXN-13755_reverse	rule0042
RXN-13760	rule0037
RXN-13760_reverse	rule0036
RXN-13763	rule0363
RXN-13763_reverse	rule0364
RXN-13764	rule0368
RXN-13764_reverse	rule0369
RXN-13765	rule0009
RXN-13765_reverse	rule0008
RXN-13766	rule0009
RXN-13766_reverse	rule0008
RXN-13767	rule0009
RXN-13767_reverse	rule0008
RXN-13770	rule0229
RXN-13770_reverse	rule0230
RXN-13771	rule0003
RXN-13771_reverse	rule0002
RXN-13772	rule0035
RXN-13772_reverse	rule0032
RXN-13773	rule0003
RXN-13773_reverse	rule0002
RXN-13774	rule0003
RXN-13774_reverse	rule0002
RXN-13775	rule0070
RXN-13775_reverse	rule0071
RXN-13779	rule0003
RXN-13779_reverse	rule0002
RXN-13783	rule0133
RXN-13783_reverse	rule0134
RXN-13784	rule0006
RXN-13784_reverse	rule0007
RXN-13785	rule0006
RXN-13785_reverse	rule0007
RXN-13788	rule0006
RXN-13788_reverse	rule0007
RXN-13789	rule0006
RXN-13789_reverse	rule0007
RXN-13790	rule0010
RXN-13790_reverse	rule0011
RXN-13791	rule0006
RXN-13791_reverse	rule0007
RXN-13792	rule0010
RXN-13792_reverse	rule0011
RXN-13794	rule0342
RXN-13794_reverse	rule0343
RXN-13795	rule0010
RXN-13795_reverse	rule0011
RXN-13796	rule0010
RXN-13796_reverse	rule0011
RXN-13797	rule0009
RXN-13797_reverse	rule0008
RXN-13798	rule0009
RXN-13798_reverse	rule0008
RXN-13799	rule0009
RXN-13799_reverse	rule0008
RXN-13800	rule0009
RXN-13800_reverse	rule0008
RXN-13801	rule0009
RXN-13801_reverse	rule0008
RXN-13803	rule0021
RXN-13803_reverse	rule0022
RXN-13805	rule0021
RXN-13805_reverse	rule0022
RXN-13806	rule0120
RXN-13806_reverse	rule0121
RXN-1381	rule0021
RXN-13810	rule0010
RXN-13810_reverse	rule0011
RXN-13811	rule0064
RXN-13811_reverse	rule0063
RXN-13812	rule0003
RXN-13812_reverse	rule0002
RXN-13813	rule0009
RXN-13813_reverse	rule0008
RXN-13814	rule0009
RXN-13814_reverse	rule0008
RXN-13818	rule0009
RXN-13818_reverse	rule0008
RXN-13819	rule0009
RXN-13819_reverse	rule0008
RXN-1381_reverse	rule0022
RXN-1382	rule0029
RXN-13820	rule0009
RXN-13820_reverse	rule0008
RXN-13821	rule0009
RXN-13821_reverse	rule0008
RXN-13822	rule0009
RXN-13822_reverse	rule0008
RXN-13823	rule0009
RXN-13823_reverse	rule0008
RXN-13828	rule0005
RXN-13828_reverse	rule0004
RXN-1382_reverse	rule0029
RXN-13830	rule0009
RXN-13830_reverse	rule0008
RXN-13831	rule0009
RXN-13831_reverse	rule0008
RXN-13838	rule0010
RXN-13838_reverse	rule0011
RXN-13839	rule0044
RXN-13839_reverse	rule0045
RXN-13840	rule0005
RXN-13840_reverse	rule0004
RXN-13841	rule0010
RXN-13841_reverse	rule0011
RXN-13842	rule0010
RXN-13842_reverse	rule0011
RXN-13843	rule0010
RXN-13843_reverse	rule0011
RXN-13844	rule0044
RXN-13844_reverse	rule0045
RXN-13845	rule0009
RXN-13845_reverse	rule0008
RXN-13846	rule0010
RXN-13846_reverse	rule0011
RXN-13847	rule0010
RXN-13847_reverse	rule0011
RXN-13848	rule0005
RXN-13848_reverse	rule0004
RXN-13849	rule0010
RXN-13849_reverse	rule0011
RXN-13850	rule0009
RXN-13850_reverse	rule0008
RXN-13851	rule0010
RXN-13851_reverse	rule0011
RXN-13855	rule0010
RXN-13855_reverse	rule0011
RXN-13859	rule0310
RXN-13859_reverse	rule0311
RXN-13865	rule0051
RXN-13865_reverse	rule0053
RXN-13867	rule0570
RXN-13867_reverse	rule0571
RXN-13869	rule0026
RXN-13869_reverse	rule0025
RXN-13870	rule0041
RXN-13870_reverse	rule0042
RXN-13871	rule0041
RXN-13871_reverse	rule0042
RXN-13872	rule0623
RXN-13872_reverse	rule0624
RXN-13874	rule0009
RXN-13874_reverse	rule0008
RXN-13875	rule0009
RXN-13875_reverse	rule0008
RXN-13876	rule0009
RXN-13876_reverse	rule0008
RXN-13877	rule0010
RXN-13877_reverse	rule0011
RXN-13878	rule0009
RXN-13878_reverse	rule0008
RXN-13881	rule0040
RXN-13881_reverse	rule0040
RXN-13882	rule0018
RXN-13882_reverse	rule0027
RXN-13884	rule0027
RXN-13884_reverse	rule0018
RXN-13891	rule0027
RXN-13891_reverse	rule0018
RXN-13893	rule0018
RXN-13893_reverse	rule0027
RXN-13894	rule0040
RXN-13894_reverse	rule0040
RXN-13898	rule0005
RXN-13898_reverse	rule0004
RXN-13899	rule0009
RXN-13899_reverse	rule0008
RXN-13900	rule0010
RXN-13900_reverse	rule0011
RXN-13901	rule0010
RXN-13901_reverse	rule0011
RXN-13902	rule0009
RXN-13902_reverse	rule0008
RXN-13903	rule0010
RXN-13903_reverse	rule0011
RXN-13904	rule0009
RXN-13904_reverse	rule0008
RXN-13905	rule0001
RXN-13905_reverse	rule0001
RXN-13906	rule0010
RXN-13906_reverse	rule0011
RXN-13907	rule0285
RXN-13907_reverse	rule0362
RXN-13908_reverse	rule0892
RXN-13909	rule0135
RXN-13909_reverse	rule0119
RXN-13910	rule0010
RXN-13910_reverse	rule0011
RXN-13911	rule0010
RXN-13911_reverse	rule0011
RXN-13912	rule0010
RXN-13912_reverse	rule0011
RXN-13913	rule0010
RXN-13913_reverse	rule0011
RXN-13914	rule0010
RXN-13914_reverse	rule0011
RXN-13915	rule0010
RXN-13915_reverse	rule0011
RXN-13916	rule0010
RXN-13916_reverse	rule0011
RXN-13917	rule0010
RXN-13917_reverse	rule0011
RXN-13918	rule0010
RXN-13918_reverse	rule0011
RXN-13919	rule0010
RXN-13919_reverse	rule0011
RXN-13920	rule0010
RXN-13920_reverse	rule0011
RXN-13921	rule0010
RXN-13921_reverse	rule0011
RXN-13922	rule0010
RXN-13922_reverse	rule0011
RXN-13923	rule0010
RXN-13923_reverse	rule0011
RXN-13924	rule0010
RXN-13924_reverse	rule0011
RXN-13925	rule0010
RXN-13925_reverse	rule0011
RXN-13926	rule0080
RXN-13926_reverse	rule0081
RXN-13927	rule0003
RXN-13927_reverse	rule0002
RXN-13929	rule0010
RXN-13929_reverse	rule0011
RXN-13930	rule0010
RXN-13930_reverse	rule0011
RXN-13931	rule0010
RXN-13931_reverse	rule0011
RXN-13932	rule0010
RXN-13932_reverse	rule0011
RXN-13933	rule0010
RXN-13933_reverse	rule0011
RXN-13934	rule0010
RXN-13934_reverse	rule0011
RXN-13935	rule0010
RXN-13935_reverse	rule0011
RXN-13936	rule0010
RXN-13936_reverse	rule0011
RXN-13937	rule0010
RXN-13937_reverse	rule0011
RXN-13939	rule0023
RXN-13939_reverse	rule0024
RXN-13941	rule0009
RXN-13941_reverse	rule0008
RXN-13942	rule0001
RXN-13942_reverse	rule0001
RXN-13943	rule0009
RXN-13943_reverse	rule0008
RXN-13945	rule0410
RXN-13945_reverse	rule0411
RXN-13948	rule0021
RXN-13948_reverse	rule0022
RXN-13949	rule0021
RXN-13949_reverse	rule0022
RXN-13950	rule0021
RXN-13950_reverse	rule0022
RXN-13951	rule0021
RXN-13951_reverse	rule0022
RXN-13952	rule0021
RXN-13952_reverse	rule0022
RXN-13953	rule0021
RXN-13953_reverse	rule0022
RXN-13954	rule0021
RXN-13954_reverse	rule0022
RXN-13959	rule0021
RXN-13959_reverse	rule0022
RXN-13960	rule0009
RXN-13960_reverse	rule0008
RXN-13962	rule0001
RXN-13962_reverse	rule0001
RXN-13964	rule0009
RXN-13964_reverse	rule0008
RXN-13965	rule0009
RXN-13965_reverse	rule0008
RXN-13967	rule0001
RXN-13967_reverse	rule0001
RXN-13969	rule0001
RXN-13969_reverse	rule0001
RXN-13970	rule0001
RXN-13970_reverse	rule0001
RXN-13971	rule0623
RXN-13971_reverse	rule0624
RXN-13972	rule0623
RXN-13972_reverse	rule0624
RXN-13973	rule0361
RXN-13973_reverse	rule0361
RXN-13974	rule0001
RXN-13974_reverse	rule0001
RXN-13975	rule0001
RXN-13975_reverse	rule0001
RXN-13976	rule0009
RXN-13976_reverse	rule0008
RXN-13977	rule0021
RXN-13977_reverse	rule0022
RXN-13978	rule0021
RXN-13978_reverse	rule0022
RXN-13979	rule0021
RXN-13979_reverse	rule0022
RXN-13980	rule0021
RXN-13980_reverse	rule0022
RXN-13981	rule0021
RXN-13981_reverse	rule0022
RXN-13982	rule0021
RXN-13982_reverse	rule0022
RXN-13983	rule0021
RXN-13983_reverse	rule0022
RXN-13984	rule0021
RXN-13984_reverse	rule0022
RXN-13985	rule0021
RXN-13985_reverse	rule0022
RXN-13986	rule0021
RXN-13986_reverse	rule0022
RXN-13987	rule0021
RXN-13987_reverse	rule0022
RXN-13988	rule0021
RXN-13988_reverse	rule0022
RXN-13990	rule0051
RXN-13990_reverse	rule0053
RXN-13992	rule0101
RXN-13992_reverse	rule0100
RXN-13993	rule0100
RXN-13993_reverse	rule0101
RXN-13994	rule0100
RXN-13994_reverse	rule0101
RXN-13995	rule0100
RXN-13995_reverse	rule0101
RXN-13996	rule0101
RXN-13996_reverse	rule0100
RXN-13997	rule0101
RXN-13997_reverse	rule0100
RXN-13998	rule0120
RXN-13998_reverse	rule0121
RXN-13999	rule0120
RXN-13999_reverse	rule0121
RXN-14000	rule0009
RXN-14000_reverse	rule0008
RXN-14001	rule0009
RXN-14001_reverse	rule0008
RXN-14002	rule0017
RXN-14002_reverse	rule0016
RXN-14005	rule0017
RXN-14005_reverse	rule0016
RXN-14006	rule0250
RXN-14006_reverse	rule0250
RXN-14008	rule0001
RXN-14008_reverse	rule0001
RXN-14009	rule0001
RXN-14009_reverse	rule0001
RXN-1401	rule0091
RXN-14011	rule0001
RXN-14011_reverse	rule0001
RXN-14012	rule0001
RXN-14012_reverse	rule0001
RXN-14014	rule0026
RXN-14014_reverse	rule0025
RXN-14015	rule0258
RXN-14015_reverse	rule0259
RXN-14016	rule0005
RXN-14016_reverse	rule0004
RXN-14017	rule0005
RXN-14017_reverse	rule0004
RXN-1401_reverse	rule0092
RXN-14021	rule1147
RXN-14021_reverse	rule1148
RXN-14022	rule0026
RXN-14022_reverse	rule0025
RXN-14023	rule0002
RXN-14023_reverse	rule0003
RXN-1403	rule0304
RXN-14037	rule1149
RXN-14037_reverse	rule1150
RXN-14038	rule0006
RXN-14038_reverse	rule0007
RXN-14039	rule0211
RXN-14039_reverse	rule0212
RXN-1403_reverse	rule0305
RXN-1404	rule0243
RXN-14041	rule0010
RXN-14041_reverse	rule0011
RXN-14046	rule0017
RXN-14046_reverse	rule0016
RXN-14047	rule0028
RXN-14047_reverse	rule0028
RXN-14048	rule0625
RXN-14048_reverse	rule0626
RXN-14049	rule0427
RXN-14049_reverse	rule0428
RXN-1404_reverse	rule0242
RXN-1405	rule0133
RXN-14051	rule0079
RXN-14051_reverse	rule0079
RXN-14054	rule0002
RXN-14054_reverse	rule0003
RXN-14058	rule0001
RXN-14058_reverse	rule0001
RXN-1405_reverse	rule0134
RXN-14060	rule0001
RXN-14060_reverse	rule0001
RXN-14062	rule0006
RXN-14062_reverse	rule0007
RXN-14063	rule0014
RXN-14063_reverse	rule0015
RXN-14064	rule0035
RXN-14064_reverse	rule0032
RXN-14065	rule0012
RXN-14065_reverse	rule0013
RXN-14069	rule0005
RXN-14069_reverse	rule0004
RXN-14071	rule0044
RXN-14071_reverse	rule0045
RXN-14073	rule0006
RXN-14073_reverse	rule0007
RXN-14075	rule0262
RXN-14075_reverse	rule0263
RXN-14076	rule0367
RXN-14076_reverse	rule0138
RXN-14077	rule0005
RXN-14077_reverse	rule0004
RXN-14078	rule0064
RXN-14078_reverse	rule0063
RXN-14079	rule0262
RXN-14079_reverse	rule0263
RXN-14080	rule0262
RXN-14080_reverse	rule0263
RXN-14081	rule0367
RXN-14081_reverse	rule0138
RXN-14082	rule0367
RXN-14082_reverse	rule0138
RXN-14083	rule0005
RXN-14083_reverse	rule0004
RXN-14084	rule0064
RXN-14084_reverse	rule0063
RXN-14085	rule0262
RXN-14085_reverse	rule0263
RXN-14086	rule0262
RXN-14086_reverse	rule0263
RXN-14087	rule0367
RXN-14087_reverse	rule0138
RXN-14088	rule0367
RXN-14088_reverse	rule0138
RXN-14089	rule0006
RXN-14089_reverse	rule0007
RXN-14091	rule0035
RXN-14091_reverse	rule0032
RXN-14092	rule0006
RXN-14092_reverse	rule0007
RXN-14101	rule0064
RXN-14101_reverse	rule0063
RXN-14102	rule0003
RXN-14102_reverse	rule0002
RXN-14103	rule0497
RXN-14103_reverse	rule0498
RXN-14104	rule0051
RXN-14104_reverse	rule0053
RXN-14105	rule0051
RXN-14105_reverse	rule0053
RXN-14106	rule0449
RXN-14106_reverse	rule0449
RXN-14108	rule0009
RXN-14108_reverse	rule0008
RXN-14109	rule0009
RXN-14109_reverse	rule0008
RXN-14110	rule0009
RXN-14110_reverse	rule0008
RXN-14111	rule0006
RXN-14111_reverse	rule0007
RXN-14112	rule0035
RXN-14112_reverse	rule0032
RXN-14113	rule0035
RXN-14113_reverse	rule0032
RXN-14114	rule0028
RXN-14114_reverse	rule0028
RXN-14116	rule0026
RXN-14116_reverse	rule0025
RXN-14117	rule0408
RXN-14117_reverse	rule0409
RXN-14118	rule0100
RXN-14118_reverse	rule0101
RXN-14121	rule0003
RXN-14121_reverse	rule0002
RXN-14123	rule0044
RXN-14123_reverse	rule0045
RXN-14125	rule0016
RXN-14125_reverse	rule0017
RXN-14128	rule1151
RXN-14128_reverse	rule1152
RXN-14129	rule0100
RXN-14129_reverse	rule0101
RXN-14136	rule0006
RXN-14136_reverse	rule0007
RXN-14137_reverse	rule0610
RXN-14138_reverse	rule0610
RXN-14147	rule0030
RXN-14147_reverse	rule0031
RXN-14148	rule0003
RXN-14148_reverse	rule0002
RXN-14149	rule0245
RXN-14149_reverse	rule0246
RXN-14150	rule0028
RXN-14150_reverse	rule0028
RXN-14151	rule0003
RXN-14151_reverse	rule0002
RXN-14160	rule0006
RXN-14160_reverse	rule0007
RXN-14162	rule0005
RXN-14162_reverse	rule0004
RXN-14163	rule0010
RXN-14163_reverse	rule0011
RXN-14164	rule0830
RXN-14164_reverse	rule0831
RXN-14169	rule0142
RXN-14169_reverse	rule0143
RXN-14171	rule0108
RXN-14171_reverse	rule0107
RXN-14172	rule0038
RXN-14172_reverse	rule0039
RXN-14173	rule0055
RXN-14173_reverse	rule0056
RXN-14174	rule0012
RXN-14174_reverse	rule0013
RXN-14175	rule0049
RXN-14175_reverse	rule0050
RXN-14177	rule0046
RXN-14177_reverse	rule0043
RXN-14179	rule0006
RXN-14179_reverse	rule0007
RXN-14181	rule0017
RXN-14181_reverse	rule0016
RXN-14182	rule0008
RXN-14182_reverse	rule0009
RXN-14183	rule0003
RXN-14183_reverse	rule0002
RXN-14184	rule0003
RXN-14184_reverse	rule0002
RXN-14185	rule0844
RXN-14185_reverse	rule0845
RXN-14186	rule0111
RXN-14186_reverse	rule0106
RXN-14189	rule0894
RXN-14189_reverse	rule0895
RXN-14192	rule0408
RXN-14192_reverse	rule0409
RXN-14194	rule0027
RXN-14194_reverse	rule0018
RXN-14196	rule0014
RXN-14196_reverse	rule0015
RXN-14197	rule0100
RXN-14197_reverse	rule0101
RXN-14202	rule1153
RXN-14202_reverse	rule1154
RXN-14203	rule0091
RXN-14203_reverse	rule0092
RXN-14204	rule0497
RXN-14204_reverse	rule0498
RXN-14206	rule1155
RXN-14207	rule0408
RXN-14207_reverse	rule0409
RXN-14209	rule0026
RXN-14209_reverse	rule0025
RXN-14210	rule0119
RXN-14210_reverse	rule0135
RXN-14223	rule1156
RXN-14223_reverse	rule1157
RXN-14224	rule0026
RXN-14224_reverse	rule0025
RXN-14226	rule0013
RXN-14226_reverse	rule0012
RXN-14227	rule0017
RXN-14227_reverse	rule0016
RXN-14228	rule0014
RXN-14228_reverse	rule0015
RXN-14234	rule0003
RXN-14234_reverse	rule0002
RXN-14237	rule0005
RXN-14237_reverse	rule0004
RXN-14238	rule0009
RXN-14238_reverse	rule0008
RXN-14239	rule0009
RXN-14239_reverse	rule0008
RXN-14240_reverse	rule0896
RXN-14242	rule0563
RXN-14242_reverse	rule0564
RXN-14243	rule0215
RXN-14243_reverse	rule0216
RXN-14244	rule0044
RXN-14244_reverse	rule0045
RXN-14245	rule1158
RXN-14245_reverse	rule0119
RXN-14247	rule0035
RXN-14247_reverse	rule0032
RXN-14248	rule0021
RXN-14248_reverse	rule0022
RXN-14249	rule0080
RXN-14249_reverse	rule0081
RXN-14251	rule0059
RXN-14251_reverse	rule0060
RXN-14253	rule0052
RXN-14253_reverse	rule0054
RXN-14255	rule0059
RXN-14255_reverse	rule0060
RXN-14258	rule0236
RXN-14258_reverse	rule0237
RXN-14259	rule0236
RXN-14259_reverse	rule0237
RXN-14260	rule0001
RXN-14260_reverse	rule0001
RXN-14261	rule0001
RXN-14261_reverse	rule0001
RXN-14263	rule0127
RXN-14263_reverse	rule0128
RXN-14264	rule0309
RXN-14264_reverse	rule0288
RXN-14265	rule0030
RXN-14265_reverse	rule0031
RXN-14267	rule0012
RXN-14267_reverse	rule0013
RXN-14268	rule0086
RXN-14268_reverse	rule0087
RXN-14270_reverse	rule1159
RXN-14271	rule0003
RXN-14271_reverse	rule0002
RXN-14272	rule0020
RXN-14272_reverse	rule0019
RXN-14273	rule0020
RXN-14273_reverse	rule0019
RXN-14274	rule0086
RXN-14274_reverse	rule0087
RXN-14275	rule0003
RXN-14275_reverse	rule0002
RXN-14276	rule0020
RXN-14276_reverse	rule0019
RXN-14277	rule0086
RXN-14277_reverse	rule0087
RXN-14280	rule0026
RXN-14280_reverse	rule0025
RXN-14281	rule0006
RXN-14281_reverse	rule0007
RXN-14282	rule0006
RXN-14282_reverse	rule0007
RXN-14283	rule0006
RXN-14283_reverse	rule0007
RXN-14284	rule0097
RXN-14284_reverse	rule0096
RXN-14285	rule0097
RXN-14285_reverse	rule0096
RXN-14286	rule0097
RXN-14286_reverse	rule0096
RXN-14287	rule0001
RXN-14287_reverse	rule0001
RXN-14288	rule0001
RXN-14288_reverse	rule0001
RXN-14289	rule0059
RXN-14289_reverse	rule0060
RXN-14291	rule0181
RXN-14291_reverse	rule0182
RXN-14293	rule0010
RXN-14293_reverse	rule0011
RXN-14294	rule0023
RXN-14294_reverse	rule0024
RXN-14295	rule0005
RXN-14295_reverse	rule0004
RXN-14296	rule0046
RXN-14296_reverse	rule0043
RXN-14297	rule0055
RXN-14297_reverse	rule0056
RXN-14298	rule0055
RXN-14298_reverse	rule0056
RXN-14300	rule0126
RXN-14300_reverse	rule0126
RXN-14301	rule0625
RXN-14301_reverse	rule0626
RXN-14304	rule0098
RXN-14304_reverse	rule0099
RXN-14306	rule0897
RXN-14306_reverse	rule0898
RXN-14308	rule0114
RXN-14308_reverse	rule0109
RXN-14309_reverse	rule0109
RXN-14313	rule0899
RXN-14318	rule0900
RXN-14318_reverse	rule0901
RXN-14319	rule0181
RXN-14319_reverse	rule0182
RXN-14320	rule0181
RXN-14320_reverse	rule0182
RXN-14322	rule0181
RXN-14322_reverse	rule0182
RXN-14325	rule1160
RXN-14325_reverse	rule1161
RXN-14327	rule0423
RXN-14327_reverse	rule0424
RXN-14333	rule0117
RXN-14333_reverse	rule0118
RXN-14334	rule0117
RXN-14334_reverse	rule0118
RXN-14340	rule0127
RXN-14340_reverse	rule0128
RXN-14343	rule0201
RXN-14343_reverse	rule0231
RXN-14345	rule0014
RXN-14345_reverse	rule0015
RXN-14346	rule0033
RXN-14346_reverse	rule0034
RXN-14347	rule0003
RXN-14347_reverse	rule0002
RXN-14355	rule0001
RXN-14355_reverse	rule0001
RXN-14358	rule0002
RXN-14358_reverse	rule0003
RXN-14359	rule0245
RXN-14359_reverse	rule0246
RXN-14367	rule0003
RXN-14367_reverse	rule0002
RXN-14368	rule0003
RXN-14368_reverse	rule0002
RXN-14370	rule0006
RXN-14370_reverse	rule0007
RXN-14393	rule0003
RXN-14393_reverse	rule0002
RXN-14394	rule0086
RXN-14394_reverse	rule0087
RXN-14396	rule0246
RXN-14396_reverse	rule0245
RXN-14400	rule0036
RXN-14400_reverse	rule0037
RXN-14402	rule0003
RXN-14402_reverse	rule0002
RXN-14403	rule0029
RXN-14403_reverse	rule0029
RXN-14404	rule0016
RXN-14404_reverse	rule0017
RXN-14405	rule0029
RXN-14405_reverse	rule0029
RXN-14406	rule0023
RXN-14406_reverse	rule0024
RXN-14408	rule0064
RXN-14408_reverse	rule0063
RXN-14409	rule0064
RXN-14409_reverse	rule0063
RXN-14413	rule0005
RXN-14413_reverse	rule0004
RXN-14415	rule0902
RXN-14415_reverse	rule0903
RXN-14416	rule0902
RXN-14416_reverse	rule0903
RXN-14418	rule0110
RXN-14418_reverse	rule0095
RXN-14419	rule0417
RXN-14419_reverse	rule0095
RXN-1442	rule0254
RXN-14420	rule0429
RXN-14420_reverse	rule0430
RXN-14421	rule0517
RXN-14421_reverse	rule0431
RXN-14422	rule0002
RXN-14422_reverse	rule0003
RXN-14424	rule0009
RXN-14424_reverse	rule0008
RXN-14425	rule0002
RXN-14425_reverse	rule0003
RXN-14427	rule0009
RXN-14427_reverse	rule0008
RXN-14429	rule0012
RXN-14429_reverse	rule0013
RXN-1442_reverse	rule0253
RXN-1443	rule0047
RXN-14430	rule0627
RXN-14430_reverse	rule0628
RXN-14432	rule0001
RXN-14432_reverse	rule0001
RXN-14434	rule0001
RXN-14434_reverse	rule0001
RXN-14435	rule0006
RXN-14435_reverse	rule0007
RXN-14436	rule0006
RXN-14436_reverse	rule0007
RXN-14437	rule0033
RXN-14437_reverse	rule0034
RXN-14438	rule0033
RXN-14438_reverse	rule0034
RXN-14439	rule0001
RXN-14439_reverse	rule0001
RXN-1443_reverse	rule0048
RXN-1444	rule0089
RXN-14440	rule0001
RXN-14440_reverse	rule0001
RXN-14441	rule0001
RXN-14441_reverse	rule0001
RXN-14442	rule0001
RXN-14442_reverse	rule0001
RXN-14443	rule0001
RXN-14443_reverse	rule0001
RXN-14444	rule0001
RXN-14444_reverse	rule0001
RXN-14445	rule0001
RXN-14445_reverse	rule0001
RXN-14446	rule0001
RXN-14446_reverse	rule0001
RXN-14447	rule0001
RXN-14447_reverse	rule0001
RXN-14448	rule0001
RXN-14448_reverse	rule0001
RXN-14449	rule0001
RXN-14449_reverse	rule0001
RXN-1444_reverse	rule0090
RXN-14450	rule0001
RXN-14450_reverse	rule0001
RXN-14453	rule0010
RXN-14453_reverse	rule0011
RXN-14454	rule0061
RXN-14454_reverse	rule0062
RXN-14456	rule0129
RXN-14456_reverse	rule0129
RXN-14457	rule0158
RXN-14457_reverse	rule0159
RXN-14458	rule0001
RXN-14458_reverse	rule0001
RXN-14461	rule0029
RXN-14461_reverse	rule0029
RXN-14462	rule0136
RXN-14462_reverse	rule0137
RXN-14463	rule0028
RXN-14463_reverse	rule0028
RXN-14464	rule0003
RXN-14464_reverse	rule0002
RXN-14465	rule0023
RXN-14465_reverse	rule0024
RXN-14466	rule0080
RXN-14466_reverse	rule0081
RXN-14467	rule0031
RXN-14467_reverse	rule0030
RXN-14468	rule0046
RXN-14468_reverse	rule0043
RXN-14469	rule0031
RXN-14469_reverse	rule0030
RXN-14471	rule0186
RXN-14471_reverse	rule0146
RXN-14472	rule0026
RXN-14472_reverse	rule0025
RXN-14475	rule0017
RXN-14475_reverse	rule0016
RXN-14476	rule0398
RXN-14476_reverse	rule0399
RXN-14477	rule0035
RXN-14477_reverse	rule0032
RXN-14478	rule0006
RXN-14478_reverse	rule0007
RXN-14479	rule0006
RXN-14479_reverse	rule0007
RXN-14481	rule0199
RXN-14481_reverse	rule0200
RXN-14484	rule0002
RXN-14484_reverse	rule0003
RXN-14485	rule0020
RXN-14485_reverse	rule0019
RXN-14486	rule0018
RXN-14486_reverse	rule0027
RXN-14492	rule0115
RXN-14492_reverse	rule0116
RXN-14493	rule0002
RXN-14493_reverse	rule0003
RXN-14494	rule0020
RXN-14494_reverse	rule0019
RXN-14495	rule0018
RXN-14495_reverse	rule0027
RXN-14496	rule0001
RXN-14496_reverse	rule0001
RXN-14497	rule0272
